Title,Course Id,Type,Completion Status,Start Date,Completed Date,Length,Length Unit,Attempts
"Agreements, Commitments & Offers: How they Impact Consumption",S9281689,Online Course,Completed,5/20/2024,5/20/2024,1800,Seconds,1
Consumption Business 101,S9281694,Online Course,Completed,5/20/2024,5/20/2024,900,Seconds,1
Integrating Generative AI into JavaScript Web Projects,LINKEDINLEARNING_84000,Online Course,Completed,,5/20/2024,0,Seconds,1
Leading through Challenges: Strategies for Executive Leaders,LINKEDINLEARNING_84107,Online Course,Completed,,5/20/2024,0,Seconds,1
Microsoft Fabric Analytics Engineer: Explore and Analyze Data,PSL48482.00,Online Course,Completed,,5/20/2024,,,1
Microsoft Fabric Analytics Engineer: Explore and Analyze Data,PSL48482.00,Online Course,Completed,5/20/2024,5/20/2024,,,1
Microsoft Fabric Analytics Engineer: Implement and Manage Semantic Models,PSL48383.00,Online Course,Completed,,5/20/2024,,,1
Microsoft Fabric Analytics Engineer: Implement and Manage Semantic Models,PSL48383.00,Online Course,Completed,5/20/2024,5/20/2024,,,1
Microsoft Fabric: First Look,PSL27061.00,Online Course,Completed,,5/20/2024,,,1
Microsoft Fabric: First Look,PSL27061.00,Online Course,Completed,5/20/2024,5/20/2024,,,1
Prompt Engineering with Gemini (2024),LINKEDINLEARNING_84078,Online Course,Completed,,5/20/2024,0,Seconds,1
Improving Your Leadership Communications,LINKEDINLEARNING_67189,Online Course,Completed,,5/19/2024,0,Seconds,1
Inclusive Tech: Leadership and Management,LINKEDINLEARNING_67911,Online Course,Completed,,5/19/2024,0,Seconds,1
Inclusive Tech: The Case for Inclusive Leadership,LINKEDINLEARNING_67762,Online Course,Completed,,5/19/2024,0,Seconds,1
Visualizing Your Leadership Journey,LINKEDINLEARNING_57894,Online Course,Completed,,5/19/2024,0,Seconds,1
Career Check-ins,S9219654,Online Course,Completed,5/17/2024,5/17/2024,900,Seconds,1
Career Development Plan,S9255693,Online Course,Completed,5/17/2024,5/17/2024,360,Seconds,1
Who+ Career Advisor Training,S9198945,Online Course,Completed,5/17/2024,5/17/2024,3600,Seconds,1
Claude 3 API,PSL51121.00,Online Course,Completed,,5/13/2024,,,1
Claude 3 API,PSL51121.00,Online Course,Completed,5/13/2024,5/13/2024,,,1
Leadership and Teamwork (Beta),LINKEDINLEARNING_84090,Online Course,Completed,,5/13/2024,0,Seconds,1
Machine Learning Operations (MLOps): Getting Started,PSL17263.00,Online Course,Completed,,5/13/2024,3561,Seconds,1
Machine Learning Operations (MLOps): Getting Started,PSL17263.00,Online Course,Completed,5/13/2024,5/13/2024,3561,Seconds,1
No-Code Generative AI for Business Professionals,LINKEDINLEARNING_84048,Online Course,Completed,,5/13/2024,0,Seconds,1
Preparing Data for Modeling with scikit-learn,PSL579662987.00,Online Course,Completed,,5/13/2024,,,1
Preparing Data for Modeling with scikit-learn,PSL579662987.00,Online Course,Completed,5/13/2024,5/13/2024,,,1
Strategic Agility (Beta),LINKEDINLEARNING_84089,Online Course,Completed,,5/13/2024,0,Seconds,1
Troubleshooting and Improving Neural Network Performance,PSL49539.00,Online Course,Completed,,5/13/2024,,,1
Troubleshooting and Improving Neural Network Performance,PSL49539.00,Online Course,Completed,5/13/2024,5/13/2024,,,1
IP Skills Assessment: Architecture Design and Review Session for Microsoft Fabric – Data Integration and Orchestration_Self-Attestation,S9275680,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
"IP Skills Assessment: Architecture Design and Review Session for Microsoft Fabric – Data Science, Generative AI and Copilots_Self-Attestation",S9275683,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Architecture Design and Review Session for Microsoft Fabric – Modernize Data Warehouse_Self-Attestation,S9275682,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Architecture Design and Review Session for Microsoft Fabric – Real-Time Intelligence_Self-Attestation,S9275681,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Proof of Concept for Microsoft Fabric – Data Integration and Orchestration_Self-Attestation,S9275662,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
"IP Skills Assessment: Proof of Concept for Microsoft Fabric – Data Science, Generative AI and Copilots_Self-Attestation",S9275678,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Proof of Concept for Microsoft Fabric – Modernize Data Warehouse_Self-Attestation,S9275664,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
"IP Skills Assessment: Proof of Concept for Microsoft Fabric – Platform, Security, and Governance_Self-Attestation",S9280625,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Proof of Concept for Microsoft Fabric – Real-Time Intelligence_Self-Attestation,S9275663,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Upskilling Execution for Microsoft Fabric – Data Integration and Orchestration_Self-Attestation,S9275657,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
"IP Skills Assessment: Upskilling Execution for Microsoft Fabric – Data Science, Generative AI and Copilots_Self-Attestation",S9275660,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Upskilling Execution for Microsoft Fabric – Modernize Data Warehouse_Self-Attestation,S9275659,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Upskilling Execution for Microsoft Fabric - OneLake and Data Engineering_Self-Attestation,S9275686,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
"IP Skills Assessment: Upskilling Execution for Microsoft Fabric – Platform, Security and Governance_Self-Attestation",S9279597,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
IP Skills Assessment: Upskilling Execution for Microsoft Fabric – Real-time Intelligence_Self-Attestation,S9275658,Online Course,Completed,5/9/2024,5/9/2024,1188,Seconds,1
Advanced Python Projects: Build AI Applications,LINKEDINLEARNING_84119,Online Course,Completed,,5/6/2024,0,Seconds,1
AI Meets Accessibility: A Conversation with Ioana Tanase and Christina Mallon,LINKEDINLEARNING_84112,Online Course,Completed,,5/6/2024,0,Seconds,1
Google Gemini: Get Started with Google's AI Assistant (April 2024),LINKEDINLEARNING_84095,Online Course,Completed,,5/6/2024,0,Seconds,1
Machine Learning for Healthcare,PSL8404.00,Online Course,Completed,,5/6/2024,,,1
Machine Learning for Healthcare,PSL8404.00,Online Course,Completed,5/6/2024,5/6/2024,,,1
Microsoft Certified: Azure Data Engineer Associate (DP-203),S9201884,Online Course,Completed,,5/6/2024,10800,Seconds,1
Microsoft Certified: Azure Data Scientist Associate (DP-100),S9201875,Online Course,Completed,,5/6/2024,10800,Seconds,1
OpenAI API: Fine-Tuning,LINKEDINLEARNING_84104,Online Course,Completed,,5/6/2024,0,Seconds,1
TS - Cross Solution Certification (LP8387),8387,LearningPath,Completed,,5/6/2024,190800,Seconds,1
Work with real-time data in an Eventhouse in Microsoft Fabric,8ecaf05f-b1bb-4708-a616-2a9dc3cbe1e0,Online Course,Completed,,5/6/2024,4020,Seconds,1
Consumption Excellence - Job 2: Pipeline Contribution,S9275638,Online Course,Completed,4/29/2024,4/29/2024,1116,Seconds,1
Creating a Business Plan,LINKEDINLEARNING_17899,Online Course,Completed,,4/29/2024,0,Seconds,1
Gemini in Gmail,PSL49966.00,Online Course,Completed,,4/29/2024,,,1
Gemini in Gmail,PSL49966.00,Online Course,Completed,4/22/2024,4/29/2024,,,1
Gemini in Google Docs,PSL50229.00,Online Course,Completed,,4/29/2024,,,1
Gemini in Google Docs,PSL50229.00,Online Course,Completed,4/29/2024,4/29/2024,,,1
Gemini in Google Meet,PSL49965.00,Online Course,Completed,,4/29/2024,504,Seconds,1
Gemini in Google Meet,PSL49965.00,Online Course,Completed,4/29/2024,4/29/2024,504,Seconds,1
Gemini in Google Sheets,PSL49996.00,Online Course,Completed,,4/29/2024,,,1
Gemini in Google Sheets,PSL49996.00,Online Course,Completed,4/29/2024,4/29/2024,,,1
Getting Started with the Databricks Lakehouse Platform,PSL9880.00,Online Course,Completed,,4/29/2024,,,1
Getting Started with the Databricks Lakehouse Platform,PSL9880.00,Online Course,Completed,4/29/2024,4/29/2024,,,1
Implement Text Auto Completion with LSTM,PSL9865.00,Online Course,Completed,,4/29/2024,,,1
Implement Text Auto Completion with LSTM,PSL9865.00,Online Course,Completed,4/29/2024,4/29/2024,,,1
Introduction to MLSecOps,LINKEDINLEARNING_83861,Online Course,Completed,,4/29/2024,0,Seconds,1
Building PHP Applications with Generative AI,LINKEDINLEARNING_84050,Online Course,Completed,,4/22/2024,0,Seconds,1
Implementing Neural Network Solutions in Enterprise Environments,PSL24490.00,Online Course,Completed,,4/22/2024,,,1
Implementing Neural Network Solutions in Enterprise Environments,PSL24490.00,Online Course,Completed,4/22/2024,4/22/2024,,,1
Introduction to Google Workspace with Gemini,PSL50095.00,Online Course,Completed,,4/22/2024,416,Seconds,1
Introduction to Google Workspace with Gemini,PSL50095.00,Online Course,Completed,4/22/2024,4/22/2024,416,Seconds,1
Organizational Learning and Development,LINKEDINLEARNING_83847,Online Course,Completed,,4/22/2024,0,Seconds,1
Design a dream destination using Microsoft Copilot,9530bcac-1914-4c07-a387-a3d4419e21f2,Online Course,Completed,,4/18/2024,3180,Seconds,1
AI Programming for JavaScript Developers,LINKEDINLEARNING_83885,Online Course,Completed,,4/15/2024,0,Seconds,1
Applying Neural Networks: A Guide to Pre-trained Models,PSL24259.00,Online Course,Completed,,4/15/2024,,,1
Applying Neural Networks: A Guide to Pre-trained Models,PSL24259.00,Online Course,Completed,4/15/2024,4/15/2024,,,1
Optimizing Neural Networks for Efficient Data Processing,PSL25411.00,Online Course,Completed,,4/15/2024,,,1
Optimizing Neural Networks for Efficient Data Processing,PSL25411.00,Online Course,Completed,4/15/2024,4/15/2024,,,1
Transfer Learning: Tailoring Neural Networks for Your Data,PSL24720.00,Online Course,Completed,,4/15/2024,,,1
Transfer Learning: Tailoring Neural Networks for Your Data,PSL24720.00,Online Course,Completed,4/15/2024,4/15/2024,,,1
Using Neural Networks for Image and Voice Data Analysis,PSL24853.00,Online Course,Completed,,4/15/2024,,,1
Using Neural Networks for Image and Voice Data Analysis,PSL24853.00,Online Course,Completed,4/15/2024,4/15/2024,,,1
Microsoft Interviewer Training,S885005,Online Course,Completed,4/9/2024,4/10/2024,1800,Seconds,1
Duet AI in Gmail,PSL25049.00,Online Course,Completed,,4/8/2024,,,1
Duet AI in Google Docs,PSL25379.00,Online Course,Completed,,4/8/2024,,,1
Duet AI in Google Meet,PSL25050.00,Online Course,Completed,,4/8/2024,,,1
Duet AI in Google Sheets,PSL25051.00,Online Course,Completed,,4/8/2024,,,1
Gemini in Google Slides,PSL49910.00,Online Course,Completed,,4/8/2024,,,1
Gemini in Google Slides,PSL49910.00,Online Course,Completed,4/8/2024,4/8/2024,,,1
"How Neural Networks Learn: Exploring Architecture, Gradient Descent, and Backpropagation",PSL24526.00,Online Course,Completed,,4/8/2024,,,1
"How Neural Networks Learn: Exploring Architecture, Gradient Descent, and Backpropagation",PSL24526.00,Online Course,Completed,4/8/2024,4/8/2024,,,1
Introduction to Duet AI in Google Workspace,PSL25052.00,Online Course,Completed,,4/8/2024,,,1
Introduction to Duet AI in Google Workspace,PSL25052.00,Online Course,Completed,4/8/2024,4/8/2024,,,1
Practical Guide to Neural Network Training: Working with Leading Frameworks,PSL26061.00,Online Course,Completed,,4/8/2024,,,1
Practical Guide to Neural Network Training: Working with Leading Frameworks,PSL26061.00,Online Course,Completed,4/8/2024,4/8/2024,,,1
The AI-Driven Project Manager: 10X Your Productivity with Generative AI,LINKEDINLEARNING_83849,Online Course,Completed,,4/8/2024,0,Seconds,1
Introduction to AI Orchestration with LangChain and LlamaIndex,LINKEDINLEARNING_83666,Online Course,Completed,,4/1/2024,0,Seconds,1
OpenAI: Prompt Engineering Best Practices,PSL21418.00,Online Course,Completed,,4/1/2024,,,1
OpenAI: Prompt Engineering Best Practices,PSL21418.00,Online Course,Completed,4/1/2024,4/1/2024,,,1
OpenAI: Prompt Engineering for Cyber Security,PSL22903.00,Online Course,Completed,,4/1/2024,,,1
OpenAI: Prompt Engineering for Cyber Security,PSL22903.00,Online Course,Completed,4/1/2024,4/1/2024,,,1
OpenAI: Prompt Engineering for Data Professionals,PSL25808.00,Online Course,Completed,,4/1/2024,,,1
OpenAI: Prompt Engineering for Data Professionals,PSL25808.00,Online Course,Completed,4/1/2024,4/1/2024,,,1
OpenAI: Prompt Engineering for Image Generation with DALL-E,PSL25378.00,Online Course,Completed,,4/1/2024,,,1
OpenAI: Prompt Engineering for Image Generation with DALL-E,PSL25378.00,Online Course,Completed,4/1/2024,4/1/2024,,,1
OpenAI: Prompt Engineering for IT Administrators,PSL19972.00,Online Course,Completed,,4/1/2024,,,1
OpenAI: Prompt Engineering for IT Administrators,PSL19972.00,Online Course,Completed,4/1/2024,4/1/2024,,,1
Vector Databases & Embeddings for Developers,PSL26182.00,Online Course,Completed,,4/1/2024,,,1
Vector Databases & Embeddings for Developers,PSL26182.00,Online Course,Completed,4/1/2024,4/1/2024,,,1
AI-Driven Project Management: Techniques and Insights with Ricardo Vargas,LINKEDINLEARNING_83312,Online Course,Completed,,3/25/2024,0,Seconds,1
Copilot in Teams: AI-Powered Collaboration,LINKEDINLEARNING_83617,Online Course,Completed,,3/25/2024,0,Seconds,1
Core Concepts of Generative AI for Developers,PSL26179.00,Online Course,Completed,,3/25/2024,,,1
Core Concepts of Generative AI for Developers,PSL26179.00,Online Course,Completed,3/25/2024,3/25/2024,,,1
Emerging Gen AI Use Cases for Developers,PSL26180.00,Online Course,Completed,,3/25/2024,,,1
Emerging Gen AI Use Cases for Developers,PSL26180.00,Online Course,Completed,3/25/2024,3/25/2024,,,1
Figma: Designing with Variables and Conditionals,LINKEDINLEARNING_83372,Online Course,Completed,,3/25/2024,0,Seconds,1
Generative AI Data Privacy and Safe Use for Developers,PSL26533.00,Online Course,Completed,,3/25/2024,,,1
Generative AI Data Privacy and Safe Use for Developers,PSL26533.00,Online Course,Completed,3/25/2024,3/25/2024,,,1
Copilot: Practice and discuss,S9279335,Virtual Course,Completed,,3/20/2024,7200,Seconds,1
Create and manage a Power BI deployment pipeline,32a2f2f5-5a94-497e-bc71-aac26704e858,Online Course,Completed,,3/19/2024,2520,Seconds,1
Get started with prompt flow to develop Large Language Model (LLM) apps,38450ff3-80b9-40b7-ba7b-b2408e626ed0,Online Course,Completed,,3/19/2024,2700,Seconds,1
Implement a Lakehouse with Microsoft Fabric,09f4b12e-1e6f-4d37-9229-4055cbce8d4c,Online Course,Completed,,3/19/2024,26460,Seconds,1
Ingest data with Microsoft Fabric,066e8455-08af-4ad0-9745-e7aeb940c93b,Online Course,Completed,,3/19/2024,17340,Seconds,1
Ingest data with Spark and Microsoft Fabric notebooks,ec8bccf5-32a4-4edb-8369-5c1688bfbec8,Online Course,Completed,,3/19/2024,2880,Seconds,1
Load data into a Microsoft Fabric data warehouse,b09dfb3b-4acc-407f-9a46-c8d978b9ed3f,Online Course,Completed,,3/19/2024,3660,Seconds,1
Organize a Fabric lakehouse using medallion architecture design,b2fded4b-1450-4df6-b7c9-57e2fe076471,Online Course,Completed,,3/19/2024,4260,Seconds,1
Perform search reranking with semantic ranking in Azure AI Search,34b1d3c1-6add-4a1d-ad35-d5cf47c76661,Online Course,Completed,,3/19/2024,1440,Seconds,1
Perform vector search and retrieval in Azure AI Search,27380e13-c8e0-4841-bd90-9820dfc05ed5,Online Course,Completed,,3/19/2024,1260,Seconds,1
Train a model and debug it with Responsible AI dashboard,6f28ff96-4ca3-47f4-8037-cb31d362b351,Online Course,Completed,,3/19/2024,3900,Seconds,1
Building Trust,LINKEDINLEARNING_74823,Online Course,Completed,,3/18/2024,0,Seconds,1
Introduction to Composite Manufacturing,LINKEDINLEARNING_57902,Online Course,Completed,,3/18/2024,0,Seconds,1
Introduction to Large Language Models for Data Practitioners,PSL22111.00,Online Course,Completed,,3/18/2024,,,1
Introduction to Large Language Models for Data Practitioners,PSL22111.00,Online Course,Completed,3/18/2024,3/18/2024,,,1
"The IT Ops Sessions: Ansible Generative AI with Lightspeed, Google Bard, and ChatGPT",PSL17592.00,Online Course,Completed,,3/18/2024,,,1
"The IT Ops Sessions: Ansible Generative AI with Lightspeed, Google Bard, and ChatGPT",PSL17592.00,Online Course,Completed,3/18/2024,3/18/2024,,,1
Working with Notebooks in Vertex AI,PSL24454.00,Online Course,Completed,,3/18/2024,,,1
Working with Notebooks in Vertex AI,PSL24454.00,Online Course,Completed,3/18/2024,3/18/2024,,,1
Consumption Excellence - Job 1: Commit to Complete,S9275636,Online Course,Completed,3/15/2024,3/15/2024,2700,Seconds,1
Establishing Evening Routines to Optimize the Day Ahead,LINKEDINLEARNING_67084,Online Course,Completed,,3/11/2024,0,Seconds,1
Generative AI for Image Creation,PSL21948.00,Online Course,Completed,,3/11/2024,,,1
Generative AI for Image Creation,PSL21948.00,Online Course,Completed,3/11/2024,3/11/2024,,,1
Getting Started with Databricks SQL,PSL9060.00,Online Course,Completed,,3/11/2024,,,1
Getting Started with Databricks SQL,PSL9060.00,Online Course,Completed,1/8/2024,3/11/2024,,,1
Get started with Data Activator in Microsoft Fabric,f9d2e018-4e65-4a90-a677-09ec3da98304,Online Course,Completed,,3/8/2024,3960,Seconds,1
IP Skills Assessment: Upskilling Execution for Microsoft Fabric - Introduction,S9275685,Online Course,Completed,3/8/2024,3/8/2024,3600,Seconds,1
Situational Fluency: Foundational,S9262759,Online Course,Completed,3/8/2024,3/8/2024,1800,Seconds,1
Build a Form Recognizer With Microsoft Azure Computer Vision,PSL7412.00,Online Course,Completed,,3/4/2024,,,1
Build a Form Recognizer With Microsoft Azure Computer Vision,PSL7412.00,Online Course,Completed,3/4/2024,3/4/2024,,,1
